date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:30:02	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-7917%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://bitrader.thetork.com/)
06:30:02	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-4057%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://bitrader.thetork.com/)
06:30:02	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%2267b89a59-65c5%22	https://bitrader.thetork.com/wp-content/themes/bitrader/assets/css/aos.css?ver=6.7.2	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/assets/css/aosd1c0.css	(from https://bitrader.thetork.com/)
06:30:03	269224/269224	---MCZ	200	added ('OK')	text/css	etag:W/%2267b89a59-41ba8%22	https://bitrader.thetork.com/wp-content/themes/bitrader/assets/css/bitrader-core.css?ver=6.7.2	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/assets/css/bitrader-cored1c0.css	(from https://bitrader.thetork.com/)
06:30:03	579/579	---MCZ	200	added ('OK')	text/css	etag:W/%2267b89a59-243%22	https://bitrader.thetork.com/wp-content/themes/bitrader/style.css?ver=6.7.2	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/styled1c0.css	(from https://bitrader.thetork.com/)
06:30:04	20400/20400	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-4fb0%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://bitrader.thetork.com/)
06:30:04	10310/10310	---MCZ	200	added ('OK')	text/css	etag:W/%2267f204ff-2846%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://bitrader.thetork.com/)
06:30:04	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%2267f204ff-141e%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://bitrader.thetork.com/)
06:30:05	732/732	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-2dc%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://bitrader.thetork.com/)
06:30:05	72184/72184	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-119f8%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://bitrader.thetork.com/)
06:30:05	727/727	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20500-2d7%22	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://bitrader.thetork.com/)
06:30:06	7418/7418	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20507-1cfa%22	https://bitrader.thetork.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.1.9	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minb7d5.css	(from https://bitrader.thetork.com/)
06:30:06	108054/108054	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20b9c-1a616%22	https://bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743915932	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/roboto258f.css	(from https://bitrader.thetork.com/)
06:30:06	25200/25200	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20b9e-6270%22	https://bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743915934	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/robotoslab1877.css	(from https://bitrader.thetork.com/)
06:30:07	11512/11512	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20ba1-2cf8%22	https://bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/anektelugu.css?ver=1743915937	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/anektelugu13c1.css	(from https://bitrader.thetork.com/)
06:30:07	77742/77742	---MCZ	200	added ('OK')	text/css	etag:W/%2267f20ba1-12fae%22	https://bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/opensans.css?ver=1743915937	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/elementor/google-fonts/css/opensans13c1.css	(from https://bitrader.thetork.com/)
06:30:08	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654b210b-15601%22	https://bitrader.thetork.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://bitrader.thetork.com/)
06:30:08	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265157211-3509%22	https://bitrader.thetork.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://bitrader.thetork.com/)
06:30:10	151227/151227	---MCZ	200	added ('OK')	application/json	date:Mon,%2007%20Apr%202025%2016:00:13%20GMT	https://bitrader.thetork.com/wp-json/wp/v2/pages/67	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-json/wp/v2/pages/67.json	(from https://bitrader.thetork.com/)
06:30:11	249378/249378	---MCZ	200	added ('OK')	application/json	date:Mon,%2007%20Apr%202025%2016:00:13%20GMT	https://bitrader.thetork.com/wp-json/	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-json/index.html	(from https://bitrader.thetork.com/)
06:30:12	2751/2751	---MCZ	200	added ('OK')	text/xml	date:Mon,%2007%20Apr%202025%2016:00:15%20GMT	https://bitrader.thetork.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbitrader.thetork.com%2F&format=xml	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-json/oembed/1.0/embed6707	(from https://bitrader.thetork.com/)
06:30:12	3866/3866	---M--	200	added ('OK')	image/png	etag:%226663f09d-f1a%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/favicon-2-150x150.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/favicon-2-150x150.png	(from https://bitrader.thetork.com/)
06:30:12	2763/2763	---M--	200	added ('OK')	image/png	etag:%226663f09d-acb%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/favicon-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/favicon-2.png	(from https://bitrader.thetork.com/)
06:30:13	1639/1639	---M--	200	added ('OK')	image/png	etag:%2267b89a59-667%22	https://bitrader.thetork.com/wp-content/themes/bitrader/assets/img/logo/preloader.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/assets/img/logo/preloader.png	(from https://bitrader.thetork.com/)
06:30:13	520/520	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267b89a59-208%22	https://bitrader.thetork.com/wp-content/themes/bitrader/assets/img/icons/moon.svg	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/assets/img/icons/moon.svg	(from https://bitrader.thetork.com/)
06:30:13	859/859	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267b89a59-35b%22	https://bitrader.thetork.com/wp-content/themes/bitrader/assets/img/icons/sun.svg	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/themes/bitrader/assets/img/icons/sun.svg	(from https://bitrader.thetork.com/)
06:30:14	2095/2095	---M--	200	added ('OK')	image/png	etag:%226663f0cc-82f%22	https://bitrader.thetork.com/wp-content/uploads/2024/06/logo-dark-1.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2024/06/logo-dark-1.png	(from https://bitrader.thetork.com/)
06:30:14	2702/2702	---M--	200	added ('OK')	image/png	etag:%226663f0cb-a8e%22	https://bitrader.thetork.com/wp-content/uploads/2024/06/logo-3.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2024/06/logo-3.png	(from https://bitrader.thetork.com/)
06:30:15	5274/5274	---M--	200	added ('OK')	image/png	etag:%22651fa9b2-149a%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/banner_coin.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/banner_coin.png	(from https://bitrader.thetork.com/)
06:30:15	147406/147406	---M--	200	added ('OK')	image/png	etag:%22651fa999-23fce%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/banner_bg.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/banner_bg.png	(from https://bitrader.thetork.com/)
06:30:16	74601/74601	---M--	200	added ('OK')	image/png	etag:%226663f04e-12369%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/banner_img-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/banner_img-2.png	(from https://bitrader.thetork.com/)
06:30:16	1594/1594	---M--	200	added ('OK')	image/png	etag:%22651faa08-63a%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/4.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/4.png	(from https://bitrader.thetork.com/)
06:30:16	2041/2041	---M--	200	added ('OK')	image/png	etag:%226663f04f-7f9%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd01-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd01-2.png	(from https://bitrader.thetork.com/)
06:30:17	3115/3115	---M--	200	added ('OK')	image/png	etag:%226663f050-c2b%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd02-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd02-2.png	(from https://bitrader.thetork.com/)
06:30:17	1905/1905	---M--	200	added ('OK')	image/png	etag:%226663f051-771%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd03-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd03-2.png	(from https://bitrader.thetork.com/)
06:30:17	2061/2061	---M--	200	added ('OK')	image/png	etag:%226663f051-80d%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd04-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd04-2.png	(from https://bitrader.thetork.com/)
06:30:18	2280/2280	---M--	200	added ('OK')	image/png	etag:%226663f052-8e8%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd05-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd05-2.png	(from https://bitrader.thetork.com/)
06:30:18	1596/1596	---M--	200	added ('OK')	image/png	etag:%226663f052-63c%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/barnd06-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/barnd06-2.png	(from https://bitrader.thetork.com/)
06:30:18	35820/35820	---M--	200	added ('OK')	image/png	etag:%226663f053-8bec%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/about01-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/about01-2.png	(from https://bitrader.thetork.com/)
06:30:19	24744/24744	---M--	200	added ('OK')	image/png	etag:%22651faf80-60a8%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/features01.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/features01.png	(from https://bitrader.thetork.com/)
06:30:19	3770/3770	---M--	200	added ('OK')	image/png	etag:%22651faf8b-eba%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/percent01.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/percent01.png	(from https://bitrader.thetork.com/)
06:30:20	44337/44337	---M--	200	added ('OK')	image/png	etag:%22651faf7f-ad31%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/features02.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/features02.png	(from https://bitrader.thetork.com/)
06:30:20	3808/3808	---M--	200	added ('OK')	image/png	etag:%22651faf8c-ee0%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/percent02.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/percent02.png	(from https://bitrader.thetork.com/)
06:30:20	3772/3772	---M--	200	added ('OK')	image/png	etag:%22651faf8c-ebc%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/percent03.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/percent03.png	(from https://bitrader.thetork.com/)
06:30:21	3778/3778	---M--	200	added ('OK')	image/png	etag:%22651faf8a-ec2%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/percent04.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/percent04.png	(from https://bitrader.thetork.com/)
06:30:21	4902/4902	---M--	200	added ('OK')	image/png	etag:%22651fb014-1326%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/features_shape.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/features_shape.png	(from https://bitrader.thetork.com/)
06:30:21	1538/1538	---M--	200	added ('OK')	image/png	etag:%22652003eb-602%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services01.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services01.png	(from https://bitrader.thetork.com/)
06:30:22	850/850	---M--	200	added ('OK')	image/png	etag:%22652003ec-352%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services02.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services02.png	(from https://bitrader.thetork.com/)
06:30:22	1790/1790	---M--	200	added ('OK')	image/png	etag:%22652003ec-6fe%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services03.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services03.png	(from https://bitrader.thetork.com/)
06:30:22	1804/1804	---M--	200	added ('OK')	image/png	etag:%22652003ed-70c%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services04.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services04.png	(from https://bitrader.thetork.com/)
06:30:23	1195/1195	---M--	200	added ('OK')	image/png	etag:%22652003ee-4ab%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services05.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services05.png	(from https://bitrader.thetork.com/)
06:30:24	2548/2548	---M--	200	added ('OK')	image/png	etag:%22652003ef-9f4%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/services06.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/services06.png	(from https://bitrader.thetork.com/)
06:30:24	8116/8116	---M--	200	added ('OK')	image/png	etag:%226663f063-1fb4%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/shape01-2.png	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/shape01-2.png	(from https://bitrader.thetork.com/)
06:30:25	84589/84589	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Apr%202025%2016:00:26%20GMT	https://bitrader.thetork.com/services/financial-advisory/	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/services/financial-advisory/index.html	(from https://bitrader.thetork.com/)
06:30:25	84610/84610	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Apr%202025%2016:00:28%20GMT	https://bitrader.thetork.com/services/supply-optimization/	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/services/supply-optimization/index.html	(from https://bitrader.thetork.com/)
06:30:25	786/786	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265204d15-312%22	https://bitrader.thetork.com/wp-content/uploads/2023/10/check.svg	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/wp-content/uploads/2023/10/check.svg	(from https://bitrader.thetork.com/)
06:30:26	84484/84484	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Apr%202025%2016:00:29%20GMT	https://bitrader.thetork.com/services/hr-consulting/	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/services/hr-consulting/index.html	(from https://bitrader.thetork.com/)
06:30:26	84631/84631	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Apr%202025%2016:00:29%20GMT	https://bitrader.thetork.com/services/marketing-consulting/	C:/Users/LUPA/Downloads/PROJECT%20BITRADER/bitrader.thetork.com/services/marketing-consulting/index.html	(from https://bitrader.thetork.com/)
